item,itemLabel
http://www.wikidata.org/entity/Q214223,Jason Isaacs
http://www.wikidata.org/entity/Q216221,Steve Carell
http://www.wikidata.org/entity/Q217037,Jerry Bruckheimer
http://www.wikidata.org/entity/Q43416,Keanu Reeves
http://www.wikidata.org/entity/Q43432,Justin Timberlake
http://www.wikidata.org/entity/Q43754,Willy Bogner junior
http://www.wikidata.org/entity/Q43874,Eddie Murphy
http://www.wikidata.org/entity/Q43896,Hans Conrad Fischer
http://www.wikidata.org/entity/Q44063,Reese Witherspoon
http://www.wikidata.org/entity/Q44131,Werner Herzog
http://www.wikidata.org/entity/Q44158,Dave Bautista
http://www.wikidata.org/entity/Q44176,Hulk Hogan
http://www.wikidata.org/entity/Q44221,Sean Penn
http://www.wikidata.org/entity/Q44380,Cameron Diaz
http://www.wikidata.org/entity/Q44410,Matt Stone
http://www.wikidata.org/entity/Q44414,Trey Parker
http://www.wikidata.org/entity/Q44426,Rainer Werner Fassbinder
http://www.wikidata.org/entity/Q44529,Leonardo Favio
http://www.wikidata.org/entity/Q44561,Kevin James
http://www.wikidata.org/entity/Q44855,Jackie Jackson
http://www.wikidata.org/entity/Q45229,Zac Efron
http://www.wikidata.org/entity/Q45255,Karl Valentin
http://www.wikidata.org/entity/Q45292,Michael Herbig
http://www.wikidata.org/entity/Q45306,Lucile Hadzihalilovic
http://www.wikidata.org/entity/Q45772,Christian Bale
http://www.wikidata.org/entity/Q45870,Gauri Khan
http://www.wikidata.org/entity/Q46683,N. Santhanam
http://www.wikidata.org/entity/Q47100,Ben Stiller
http://www.wikidata.org/entity/Q47284,Robert Rodriguez
http://www.wikidata.org/entity/Q47484,André Gide
http://www.wikidata.org/entity/Q47496,Marina Abramović
http://www.wikidata.org/entity/Q48337,Morgan Freeman
http://www.wikidata.org/entity/Q48410,Richard Gere
http://www.wikidata.org/entity/Q48765,Stanley Donen
http://www.wikidata.org/entity/Q48987,Jonathan Demme
http://www.wikidata.org/entity/Q49001,Whoopi Goldberg
http://www.wikidata.org/entity/Q49004,Patrick Swayze
http://www.wikidata.org/entity/Q49016,Robert Rodat
http://www.wikidata.org/entity/Q49017,Hugh Laurie
http://www.wikidata.org/entity/Q49034,Hedy Lamarr
http://www.wikidata.org/entity/Q50182,Ira Sachs
http://www.wikidata.org/entity/Q50713,Jean Renoir
http://www.wikidata.org/entity/Q51114,John Ford
http://www.wikidata.org/entity/Q51123,David Wark Griffith
http://www.wikidata.org/entity/Q51133,King Vidor
http://www.wikidata.org/entity/Q51461,Sam Peckinpah
http://www.wikidata.org/entity/Q51476,Tod Browning
http://www.wikidata.org/entity/Q51488,John Cassavetes
http://www.wikidata.org/entity/Q51489,M. Night Shyamalan
http://www.wikidata.org/entity/Q51490,George Stevens
http://www.wikidata.org/entity/Q51491,Michael Curtiz
http://www.wikidata.org/entity/Q51492,Frank Capra
http://www.wikidata.org/entity/Q51495,William Wyler
http://www.wikidata.org/entity/Q51498,Robert Siodmak
http://www.wikidata.org/entity/Q51506,Richard Attenborough
http://www.wikidata.org/entity/Q51511,George A. Romero
http://www.wikidata.org/entity/Q51516,John Madden
http://www.wikidata.org/entity/Q51519,Alan J. Pakula
http://www.wikidata.org/entity/Q51522,Sydney Pollack
http://www.wikidata.org/entity/Q51525,Miloš Forman
http://www.wikidata.org/entity/Q51537,Mike Nichols
http://www.wikidata.org/entity/Q51545,Luis Buñuel
http://www.wikidata.org/entity/Q51547,Billy Wilder
http://www.wikidata.org/entity/Q51549,Jacques Tati
http://www.wikidata.org/entity/Q51552,Roman Polański
http://www.wikidata.org/entity/Q51559,Sidney Lumet
http://www.wikidata.org/entity/Q51562,Ernst Lubitsch
http://www.wikidata.org/entity/Q51564,John Landis
http://www.wikidata.org/entity/Q51566,Spike Lee
http://www.wikidata.org/entity/Q51570,George Roy Hill
http://www.wikidata.org/entity/Q51575,John Huston
http://www.wikidata.org/entity/Q51577,James Ivory
http://www.wikidata.org/entity/Q51581,Howard Hawks
http://www.wikidata.org/entity/Q51582,William Friedkin
http://www.wikidata.org/entity/Q51583,Joseph L. Mankiewicz
http://www.wikidata.org/entity/Q52392,Tim Curry
http://www.wikidata.org/entity/Q52411,Tony Richardson
http://www.wikidata.org/entity/Q52997,Otto Preminger
http://www.wikidata.org/entity/Q53001,Jean-Luc Godard
http://www.wikidata.org/entity/Q53002,François Truffaut
http://www.wikidata.org/entity/Q53003,Roberto Rossellini
http://www.wikidata.org/entity/Q53004,Vittorio De Sica
http://www.wikidata.org/entity/Q53006,Pietro Germi
http://www.wikidata.org/entity/Q53009,Bernardo Bertolucci
http://www.wikidata.org/entity/Q53010,Marco Bellocchio
http://www.wikidata.org/entity/Q53011,Dario Argento
http://www.wikidata.org/entity/Q53018,Marco Ferreri
http://www.wikidata.org/entity/Q53020,Carmine Gallone
http://www.wikidata.org/entity/Q53024,Raffaello Matarazzo
http://www.wikidata.org/entity/Q53040,Franco Zeffirelli
http://www.wikidata.org/entity/Q53043,Giovanni Pastrone
http://www.wikidata.org/entity/Q53045,Giuseppe Tornatore
http://www.wikidata.org/entity/Q53046,Carlo Verdone
http://www.wikidata.org/entity/Q53651,Josh Lucas
http://www.wikidata.org/entity/Q54855,Yoram Gross
http://www.wikidata.org/entity/Q55163,Robert Altman
http://www.wikidata.org/entity/Q55168,Theo Angelopoulos
http://www.wikidata.org/entity/Q55169,Krzysztof Zanussi
http://www.wikidata.org/entity/Q55170,Victor Sjöström
http://www.wikidata.org/entity/Q55171,Pedro Almodóvar
http://www.wikidata.org/entity/Q55198,Oleksandr Dowschenko
http://www.wikidata.org/entity/Q55207,Nikita Sergejewitsch Michalkow
http://www.wikidata.org/entity/Q55208,Andrei Sergejewitsch Michalkow-Kontschalowski
http://www.wikidata.org/entity/Q220308,Seth Rogen
http://www.wikidata.org/entity/Q220751,Bryan Singer
http://www.wikidata.org/entity/Q223233,Sam Mendes
http://www.wikidata.org/entity/Q223992,Wes Craven
http://www.wikidata.org/entity/Q224026,Heather Graham
http://www.wikidata.org/entity/Q224097,Elle Macpherson
http://www.wikidata.org/entity/Q228868,Piper Perabo
http://www.wikidata.org/entity/Q229013,Sarah Silverman
http://www.wikidata.org/entity/Q229048,Melissa McCarthy
http://www.wikidata.org/entity/Q230739,Katie Couric
http://www.wikidata.org/entity/Q231259,Billy Ray Cyrus
http://www.wikidata.org/entity/Q231487,Monica
http://www.wikidata.org/entity/Q231911,Sofía Vergara
http://www.wikidata.org/entity/Q234773,Priscilla Presley
http://www.wikidata.org/entity/Q235478,Shelley Duvall
http://www.wikidata.org/entity/Q235519,Connie Britton
http://www.wikidata.org/entity/Q237207,Kathleen Kennedy
http://www.wikidata.org/entity/Q237454,Marta Kauffman
http://www.wikidata.org/entity/Q237648,Caroline Rhea
http://www.wikidata.org/entity/Q243430,Terence Hill
http://www.wikidata.org/entity/Q247814,Ciro Dammicco
http://www.wikidata.org/entity/Q248719,Melissa Rosenberg
http://www.wikidata.org/entity/Q250542,Corinne Brinkerhoff
http://www.wikidata.org/entity/Q253977,Roxann Dawson
http://www.wikidata.org/entity/Q259317,Amy Goodman
http://www.wikidata.org/entity/Q272972,Robin Wright
http://www.wikidata.org/entity/Q280098,Geena Davis
http://www.wikidata.org/entity/Q285372,Eric Bischoff
http://www.wikidata.org/entity/Q287793,Carl Reiner
http://www.wikidata.org/entity/Q292373,Barbara Mandrell
http://www.wikidata.org/entity/Q296774,Mark Harmon
http://www.wikidata.org/entity/Q298694,Method Man
http://www.wikidata.org/entity/Q302573,Raymond Thompson
http://www.wikidata.org/entity/Q303918,Tina Kandelaki
http://www.wikidata.org/entity/Q305372,Brad Wright
http://www.wikidata.org/entity/Q311591,Seth Grahame-Smith
http://www.wikidata.org/entity/Q311671,James Patterson
http://www.wikidata.org/entity/Q312124,Tom Hollander
http://www.wikidata.org/entity/Q312570,LeVar Burton
http://www.wikidata.org/entity/Q314485,Edward Burns
http://www.wikidata.org/entity/Q315090,Stacy Keach
http://www.wikidata.org/entity/Q319523,Wladislaw Nikolajewitsch Listjew
http://www.wikidata.org/entity/Q324726,Mac Miller
http://www.wikidata.org/entity/Q329719,Louis Gossett junior
http://www.wikidata.org/entity/Q332969,"John Knatchbull, 7. Baron Brabourne"
http://www.wikidata.org/entity/Q333607,"Jack Ashley, Baron Ashley of Stoke"
http://www.wikidata.org/entity/Q334043,Phillip Whitehead
http://www.wikidata.org/entity/Q335672,David Crane
http://www.wikidata.org/entity/Q336024,Jeannot Szwarc
http://www.wikidata.org/entity/Q336162,"Margaret Jay, Baroness Jay of Paddington"
http://www.wikidata.org/entity/Q337453,Chris Grayling
http://www.wikidata.org/entity/Q338063,Phil Woolas
http://www.wikidata.org/entity/Q339154,Katie Jacobs
http://www.wikidata.org/entity/Q347111,Genndy Tartakovsky
http://www.wikidata.org/entity/Q348533,Nick Cannon
http://www.wikidata.org/entity/Q350165,Simon Brett
http://www.wikidata.org/entity/Q352180,Bradley Whitford
http://www.wikidata.org/entity/Q352915,Roger Slifer
http://www.wikidata.org/entity/Q353978,R. Lee Ermey
http://www.wikidata.org/entity/Q355159,Shin Koyamada
http://www.wikidata.org/entity/Q355288,Berry Gordy
http://www.wikidata.org/entity/Q355300,Richard Curtis
http://www.wikidata.org/entity/Q356541,Phil LaMarr
http://www.wikidata.org/entity/Q357032,John Laurinaitis
http://www.wikidata.org/entity/Q361981,Russell T Davies
http://www.wikidata.org/entity/Q362332,David Cross
http://www.wikidata.org/entity/Q365844,Jerry Weintraub
