writer	producer	coop
nm0619361	nm4550390	1
nm0619408	nm0199733	1
nm0619408	nm0616793	2
nm0619408	nm0823068	1
nm0620561	nm3322517	1
nm0621708	nm0319685	1
nm0621708	nm0932144	1
nm0621708	nm1138177	1
nm0621708	nm2599842	1
nm0621708	nm3934099	1
nm0622250	nm0057463	1
nm0622250	nm0073706	1
nm0622250	nm0213928	2
nm0622250	nm0313394	1
nm0622250	nm0504716	1
nm0622262	nm0223209	3
nm0622262	nm0420246	1
nm0622262	nm0609355	1
nm0622291	nm0478459	1
nm0622291	nm0784177	1
nm0622291	nm0837385	1
nm0622535	nm0040957	2
nm0622535	nm0122911	1
nm0622535	nm0140078	2
nm0622535	nm0321334	1
nm0622535	nm1662857	1
nm0623238	nm0003880	1
nm0623238	nm0004055	1
nm0623238	nm0644872	1
nm0623238	nm0765956	1
nm0623238	nm0840239	1
nm0623238	nm0850386	1
nm0623238	nm0918666	1
nm0623238	nm2467614	1
nm0623238	nm3319782	1
nm0623738	nm0232131	1
nm0623738	nm0485130	1
nm0623738	nm0714851	1
nm0623738	nm2870739	1
nm0623738	nm3029737	1
nm0623811	nm1856503	1
nm0623811	nm2048720	1
nm0623942	nm1273119	1
nm0624038	nm0138588	1
nm0624038	nm0184596	1
nm0624038	nm0295907	1
nm0624645	nm0410504	1
nm0624645	nm0738700	1
nm0624645	nm0998318	1
nm0625158	nm0704621	1
nm0625198	nm0098866	1
nm0625198	nm0416341	1
nm0625198	nm0501904	1
nm0625198	nm1237017	1
nm0625605	nm0533109	1
nm0625605	nm1147756	1
nm0625639	nm0194961	1
nm0625639	nm0416341	1
nm0625639	nm1718067	2
nm0625695	nm0485570	1
nm0625695	nm0654505	1
nm0625858	nm0002472	1
nm0625858	nm0135235	2
nm0625858	nm0475970	1
nm0625858	nm0556163	1
nm0625858	nm0654024	1
nm0625858	nm0872823	1
nm0627537	nm0595038	1
nm0627999	nm0549365	1
nm0627999	nm1308615	1
nm0627999	nm2169765	1
nm0627999	nm3398609	1
nm0628057	nm0496556	1
nm0628214	nm0140078	2
nm0628214	nm0178381	2
nm0628214	nm0335344	1
nm0628214	nm0765956	1
nm0628214	nm1373881	1
nm0628214	nm2385621	1
nm0628548	nm0006552	1
nm0628548	nm0072557	1
nm0628548	nm0137075	1
nm0628548	nm0573872	1
nm0628548	nm0765956	3
nm0628548	nm0825190	1
nm0628548	nm0924062	1
nm0628548	nm1027122	1
nm0629572	nm0355125	1
nm0629696	nm0629659	1
nm0630070	nm0398851	1
nm0630070	nm0918441	1
nm0630437	nm0111275	2
nm0630437	nm0658108	1
nm0632525	nm0795925	1
nm0632525	nm1333905	1
nm0632525	nm1334133	1
nm0633180	nm0257998	1
nm0633180	nm0589412	4
nm0633180	nm1273063	3
nm0633180	nm2605110	1
nm0633202	nm0157553	1
nm0633202	nm0808329	1
nm0633202	nm1212523	1
nm0633202	nm1222066	1
nm0633202	nm1222476	1
nm0633202	nm1230683	1
nm0633202	nm1305228	1
nm0633202	nm1333905	1
nm0633202	nm1343696	1
nm0633202	nm2700492	1
nm0633425	nm0013918	1
nm0633425	nm0040957	1
nm0633425	nm0122911	1
nm0633425	nm0172670	2
nm0633425	nm0397500	1
nm0633425	nm0482682	1
nm0633425	nm0765956	1
nm0633425	nm1373881	1
nm0634300	nm0057463	2
nm0634300	nm0525785	3
nm0634300	nm0552070	1
nm0634300	nm1023401	1
nm0634300	nm2204043	2
nm0634307	nm0076006	1
nm0635568	nm0080021	1
nm0635568	nm0525831	1
nm0635568	nm0738700	1
nm0635873	nm0085183	1
nm0635873	nm0224769	1
nm0635998	nm0002349	1
nm0635998	nm0262052	1
nm0635998	nm0341952	1
nm0635998	nm0411469	1
nm0635998	nm0475970	1
nm0635998	nm0851395	2
nm0635998	nm1241675	2
nm0637493	nm0710662	1
nm0637497	nm0022417	1
nm0637497	nm0041784	1
nm0637497	nm0111484	1
nm0637497	nm0313394	2
nm0637497	nm0401205	2
nm0637497	nm0543128	1
nm0637497	nm0609355	3
nm0637497	nm0794252	1
nm0637497	nm1020914	1
nm0637497	nm1278270	1
nm0637497	nm2385621	1
nm0637497	nm2503331	1
nm0638586	nm0255782	1
nm0638913	nm0705891	1
nm0639328	nm0140929	1
nm0639328	nm0257159	1
nm0639328	nm0313394	1
nm0639328	nm0502735	1
nm0639328	nm0589738	2
nm0639328	nm0603104	1
nm0639328	nm0699114	2
nm0639328	nm0887184	1
nm0639328	nm0929955	1
nm0639328	nm0935298	2
nm0639328	nm2204043	1
nm0639434	nm0004055	1
nm0639434	nm0319666	1
nm0639434	nm0663764	1
nm0639434	nm0826291	1
nm0639434	nm2622401	1
nm0639434	nm4098828	1
nm0639727	nm0732053	1
nm0639727	nm1329342	1
nm0640713	nm0363599	4
nm0640713	nm0386832	2
nm0640713	nm0920318	2
nm0640847	nm0502824	1
nm0641451	nm0048859	3
nm0641451	nm0164181	2
nm0641451	nm0299263	3
nm0641451	nm1377990	2
nm0642591	nm0097004	1
nm0642591	nm0542658	1
nm0642591	nm0950041	1
nm0642591	nm1027122	1
nm0642591	nm1138177	2
nm0642591	nm3004145	1
nm0643422	nm1194598	1
nm0643824	nm0073706	1
nm0643824	nm0168655	1
nm0643824	nm0191027	1
nm0643824	nm0313394	1
nm0643824	nm0461799	1
nm0643824	nm0632871	1
nm0643824	nm0894916	1
nm0643824	nm2397011	1
nm0645640	nm0191027	1
nm0645640	nm0289324	1
nm0645640	nm0546803	1
nm0645640	nm0561802	1
nm0645640	nm0771022	1
nm0645640	nm0901880	2
nm0645640	nm2397011	1
nm0645640	nm3152781	2
nm0646262	nm1017665	1
nm0646928	nm0071299	1
nm0646928	nm0223209	1
nm0646928	nm0389083	1
nm0646928	nm0657572	1
nm0647739	nm0003733	1
nm0647739	nm0146529	2
nm0647739	nm0819613	1
nm0647739	nm0819614	1
nm0647739	nm0827151	1
nm0647739	nm0877875	1
nm0647739	nm1096719	2
nm0647739	nm1931762	1
nm0649335	nm0009207	1
nm0649460	nm0026442	1
nm0649460	nm0135235	3
nm0649460	nm0189777	1
nm0649460	nm0842488	1
nm0649460	nm0870295	1
nm0649460	nm0872823	2
nm0649460	nm0929955	1
nm0649460	nm1063802	2
nm0649460	nm2041101	1
nm0649460	nm2489727	1
nm0649699	nm1340224	1
nm0650089	nm0724239	1
nm0650202	nm0011260	1
nm0650202	nm0438279	1
nm0650202	nm0475970	1
nm0650202	nm0570682	1
nm0650202	nm0592808	1
nm0650202	nm0665494	1
nm0650202	nm0757534	1
nm0650202	nm0817831	4
nm0650202	nm0861704	2
nm0651580	nm0434838	1
nm0651592	nm0589404	1
nm0653899	nm0003816	2
nm0653899	nm0321334	1
nm0653899	nm0332434	1
nm0653899	nm0376006	2
nm0653899	nm0408417	2
nm0653899	nm0425506	2
nm0653899	nm0571202	1
nm0653899	nm1070915	2
nm0653899	nm6138297	1
nm0653899	nm7990826	1
nm0654548	nm0001513	1
nm0654548	nm0006552	1
nm0654548	nm0874437	1
nm0655615	nm0395924	1
nm0656700	nm0678050	1
nm0656700	nm0713514	1
nm0656700	nm0796848	1
nm0656739	nm0754978	1
nm0656739	nm1016998	1
nm0656749	nm0678050	1
nm0656749	nm0796848	1
nm0657408	nm0129135	1
nm0657408	nm0321334	1
nm0657408	nm0800358	1
nm0657763	nm0658402	5
nm0657763	nm0729242	1
nm0657763	nm1131421	3
nm0657970	nm0081960	1
nm0657970	nm0425506	1
nm0657970	nm0738700	1
nm0657970	nm0998318	1
nm0661046	nm0353456	1
nm0661046	nm1334075	1
nm0662591	nm0620720	1
nm0662748	nm0799886	1
nm0663016	nm0012782	1
nm0663016	nm0146120	1
nm0663452	nm0664176	1
nm0663489	nm0180085	1
nm0663489	nm0255910	1
nm0663489	nm0294195	1
nm0663489	nm0753251	1
nm0663489	nm0789443	1
nm0663489	nm2041001	1
nm0663489	nm2210824	1
nm0663490	nm0353456	1
nm0663490	nm0385426	1
nm0663490	nm0644749	1
nm0663490	nm0765956	1
nm0664799	nm0057896	1
nm0664799	nm0795925	1
nm0664799	nm1212523	1
nm0664799	nm1222066	1
nm0664799	nm1334133	1
nm0664799	nm1928189	1
nm0665041	nm0706228	1
nm0665321	nm0073706	1
nm0665321	nm0388112	1
nm0665322	nm0073706	1
nm0665322	nm0319666	1
nm0665322	nm0388112	1
nm0665322	nm0475970	1
nm0665322	nm4558657	1
nm0666203	nm0434838	3
nm0666392	nm0338965	1
nm0666392	nm0677725	1
nm0666392	nm1180074	1
nm0668797	nm0016403	1
nm0668797	nm0156291	1
nm0668797	nm0795533	1
nm0668902	nm0939537	1
nm0668902	nm5027526	1
nm0669049	nm0317354	3
nm0669049	nm0899555	2
nm0669756	nm0330430	1
nm0670782	nm0408417	1
nm0670782	nm0425717	2
nm0670782	nm0467513	1
nm0670782	nm0861769	2
nm0670782	nm6138297	1
nm0671856	nm0203374	1
nm0671856	nm0934855	1
nm0671952	nm0000225	2
nm0671952	nm0616793	1
nm0672015	nm0178944	1
nm0672015	nm0480804	2
nm0672121	nm0353456	1
nm0672121	nm0804759	1
nm0673623	nm0248074	1
nm0673623	nm2502625	1
nm0674197	nm0003945	2
nm0674197	nm1320290	2
nm0674266	nm0109455	1
nm0674266	nm0400233	1
nm0674266	nm0663764	4
nm0674266	nm1121466	2
nm0674266	nm1121467	2
nm0674266	nm2637622	1
nm0675204	nm0066584	1
nm0675204	nm0085183	3
nm0675204	nm0224769	3
nm0675204	nm0325180	1
nm0675204	nm0548299	1
nm0675204	nm0548932	1
nm0675204	nm0575151	1
nm0675204	nm0695219	1
nm0675204	nm0765956	1
nm0675204	nm1618213	1
nm0675204	nm2467614	1
nm0675219	nm0004475	1
nm0675219	nm0213928	1
nm0675219	nm0438432	1
nm0675219	nm0576182	1
nm0675219	nm0588612	2
nm0675219	nm0639681	1
nm0675219	nm0663197	1
nm0675219	nm0800358	1
nm0675219	nm0859490	1
nm0675476	nm0939537	1
nm0675476	nm5027526	1
nm0676671	nm0163102	1
nm0676671	nm0319685	5
nm0676671	nm0472600	1
nm0676671	nm6446567	1
nm0676892	nm0057463	1
nm0676892	nm0187351	1
nm0676892	nm0213928	5
nm0676892	nm0504716	2
nm0676892	nm1028478	2
nm0677048	nm0664176	1
nm0677048	nm0994848	1
nm0677315	nm0223209	4
nm0677315	nm0420246	2
nm0677956	nm0408417	1
nm0677956	nm0813313	1
nm0677956	nm1278270	3
nm0678104	nm0614203	1
nm0678742	nm0397500	1
nm0679037	nm0122693	1
nm0679037	nm0164626	1
nm0679037	nm0582978	3
nm0679037	nm0885612	1
nm0679037	nm1064127	1
nm0679037	nm5943413	1
nm0679902	nm0313514	1
nm0679902	nm0894916	1
nm0680312	nm0139283	2
nm0680312	nm0320349	1
nm0680312	nm0765956	1
nm0680485	nm0483091	1
nm0681275	nm0924861	1
nm0681852	nm0000225	1
nm0681852	nm1660780	1
nm0682196	nm0304119	1
nm0682196	nm0353813	1
nm0682196	nm0752630	1
nm0683380	nm0012182	1
nm0683380	nm0168655	1
nm0683380	nm1027122	1
nm0683522	nm0075801	1
nm0683522	nm0219983	1
nm0683522	nm0329074	1
nm0683522	nm0370325	1
nm0683522	nm0614203	1
nm0683522	nm0678336	5
nm0683525	nm0219983	1
nm0683525	nm0329074	1
nm0683525	nm0678336	5
nm0683555	nm0458544	1
nm0683726	nm0135359	1
nm0683726	nm0479735	1
nm0683726	nm0572633	1
nm0683726	nm1140110	3
nm0683726	nm2743157	1
nm0683726	nm3558363	2
nm0683726	nm8516120	2
nm0684374	nm0135235	3
nm0684374	nm0704621	1
nm0684374	nm0870295	1
nm0684374	nm0872823	1
nm0684992	nm0475970	1
nm0686388	nm0206259	1
nm0686388	nm0397500	2
nm0686388	nm0525785	2
nm0686388	nm1061992	3
nm0686388	nm1639580	1
nm0686388	nm2204043	1
nm0687096	nm0027051	1
nm0687096	nm0650346	1
nm0687096	nm0771863	1
nm0687096	nm0821963	1
nm0687096	nm0859808	1
nm0687096	nm0864936	1
nm0687096	nm0894916	3
nm0687096	nm0918657	1
nm0687096	nm1241294	1
nm0687096	nm1294424	1
nm0687096	nm1488064	1
nm0687096	nm1693963	1
nm0687096	nm1941358	1
nm0687096	nm2186058	1
nm0688132	nm1003483	1
nm0688132	nm2666321	1
nm0688132	nm7240920	1
nm0688279	nm0371065	1
nm0688391	nm0295091	1
nm0688391	nm0851503	1
nm0688943	nm0140764	1
nm0688943	nm2458231	1
nm0689390	nm0950041	1
nm0691888	nm0040957	2
nm0691888	nm0522160	1
nm0691888	nm0940016	1
nm0691888	nm1161545	1
nm0692040	nm0164181	1
nm0692040	nm1377990	1
nm0692530	nm3884187	1
nm0692708	nm0044803	2
nm0692708	nm0164181	1
nm0692708	nm0750313	1
nm0692708	nm1377990	1
nm0692708	nm2381405	1
nm0693044	nm1305228	1
nm0693044	nm1333905	1
nm0694130	nm0738700	1
nm0694130	nm0998318	1
nm0694526	nm0570682	1
nm0694564	nm0806155	1
nm0694564	nm0842298	1
nm0694564	nm2381398	2
nm0694568	nm0325140	1
nm0694568	nm3226753	1
nm0694638	nm0570682	1
nm0695080	nm0658402	1
nm0695080	nm1131421	1
nm0695112	nm0564768	1
nm0695112	nm2458231	1
nm0695415	nm0281592	1
nm0695415	nm0641609	1
nm0695415	nm0663764	1
nm0695415	nm0826291	1
nm0695415	nm0840239	2
nm0695415	nm1222476	1
nm0695415	nm1230683	1
nm0695446	nm0481276	1
nm0695491	nm0210686	1
nm0695902	nm0324960	2
nm0696071	nm1652456	1
nm0696518	nm0049888	1
nm0696518	nm0089154	1
nm0696518	nm0146529	1
nm0696518	nm0188312	1
nm0696518	nm0286614	1
nm0696518	nm0506130	1
nm0696518	nm0542996	1
nm0696518	nm0665494	1
nm0696642	nm0044803	2
nm0696642	nm0750313	1
nm0696642	nm2381405	1
nm0696891	nm0057896	1
nm0696986	nm0024948	1
nm0696986	nm2005879	1
nm0697115	nm0041784	1
nm0697115	nm0272605	1
nm0697115	nm0425717	2
nm0697115	nm0857714	1
nm0697130	nm0771863	1
nm0697676	nm0081960	1
nm0697676	nm0159253	2
nm0697676	nm0343523	1
nm0697676	nm0736795	1
nm0697676	nm0821417	1
nm0698095	nm1738781	1
nm0698795	nm0188312	1
nm0699046	nm0016539	1
nm0699046	nm0381727	1
nm0699046	nm0394954	1
nm0699046	nm0475960	2
nm0699136	nm0061863	1
nm0701217	nm0346550	1
nm0701217	nm0827151	1
nm0701487	nm0164721	1
nm0701487	nm0341952	2
nm0701487	nm0738700	2
nm0701487	nm0765956	2
nm0701487	nm1064127	1
nm0701487	nm2724331	1
nm0703594	nm0628180	1
nm0703594	nm0777372	1
nm0703594	nm0887184	1
nm0703594	nm0935631	1
nm0703594	nm1052109	1
nm0703890	nm0121906	2
nm0703890	nm0322219	2
nm0704983	nm0188312	1
nm0704983	nm0725147	1
nm0704983	nm1342242	1
nm0705802	nm0595038	1
nm0707517	nm0290868	2
nm0707517	nm0704621	1
nm0707517	nm0765956	1
nm0707517	nm0907188	1
nm0707517	nm1278270	1
nm0707931	nm0381868	1
nm0707931	nm0406220	1
nm0707931	nm1432088	1
nm0708867	nm0663764	1
nm0708867	nm2637622	1
nm0709921	nm0164721	1
nm0709921	nm0279092	1
nm0709921	nm0501728	1
nm0709921	nm0514379	2
nm0709921	nm0658402	1
nm0709921	nm0944956	1
nm0709921	nm1131421	1
nm0709921	nm1557867	1
nm0709921	nm1644576	1
nm0710378	nm0738526	1
nm0710757	nm0885612	1
nm0711298	nm0040957	1
nm0711298	nm0048859	1
nm0711298	nm0299263	1
nm0711298	nm0795288	1
nm0711298	nm0867712	2
nm0711885	nm0192771	1
nm0712013	nm0016539	1
nm0712013	nm0131651	1
nm0712013	nm0162722	4
nm0712013	nm0295092	1
nm0712013	nm0752630	1
nm0712013	nm0754978	1
nm0712013	nm0760485	1
nm0712013	nm1373880	1
nm0712444	nm0313514	2
nm0712444	nm0543128	1
nm0712444	nm0603104	1
nm0712444	nm0932144	1
nm0712444	nm0959567	1
nm0713131	nm0157553	1
nm0713131	nm1212523	1
nm0713131	nm1334133	1
nm0713478	nm0024948	1
nm0713478	nm0382342	1
nm0713478	nm0911174	1
nm0713478	nm0942060	2
nm0714005	nm0008466	1
nm0714050	nm0178243	1
nm0714050	nm0695643	1
nm0714050	nm0738700	1
nm0714050	nm1003804	1
nm0714050	nm1029384	1
nm0714050	nm1069530	1
nm0714246	nm0363599	1
nm0714246	nm0447942	1
nm0714246	nm0474176	1
nm0714246	nm0738700	1
nm0714246	nm0998318	1
nm0714246	nm3150287	1
nm0714864	nm0004634	1
nm0714864	nm0352471	1
nm0714864	nm0363599	1
nm0714864	nm0386832	1
nm0714864	nm0887184	1
nm0714864	nm0920318	1
nm0714864	nm1976860	1
nm0714864	nm2447764	1
nm0714864	nm2798354	1
nm0714959	nm0004132	1
nm0714959	nm0389972	1
nm0714959	nm0592535	1
nm0714959	nm0670266	1
nm0714959	nm0925441	1
nm0716257	nm0135235	1
nm0716257	nm0221026	1
nm0716257	nm0395271	1
nm0716257	nm0576182	1
nm0716658	nm0578297	1
nm0716658	nm1016998	1
nm0717149	nm0073706	1
nm0717550	nm0004634	2
nm0717622	nm1222066	1
nm0717622	nm1273119	2
nm0717885	nm0358935	4
nm0717885	nm0932144	1
nm0717885	nm1038305	2
nm0717885	nm3934099	1
nm0718060	nm0080021	1
nm0718060	nm0111275	1
nm0718060	nm0131651	1
nm0718060	nm0217907	1
nm0718060	nm0525831	1
nm0718060	nm0663197	1
nm0718060	nm0738700	1
nm0718234	nm0331397	2
nm0718514	nm0713497	1
nm0718514	nm0802875	1
nm0718555	nm0461799	2
nm0718555	nm0556163	1
nm0718555	nm0573872	1
nm0718555	nm1703778	1
nm0718555	nm1981183	1
nm0718555	nm2239498	1
nm0718600	nm0074403	2
nm0718600	nm0137639	1
nm0718600	nm0200637	1
nm0718600	nm0222890	1
nm0718600	nm0416341	1
nm0718600	nm0461799	1
nm0718600	nm0482682	1
nm0718600	nm0833403	2
nm0718600	nm0936574	1
nm0718600	nm1092388	1
nm0719734	nm0589404	1
nm0719823	nm0085183	2
nm0719823	nm0125278	1
nm0719823	nm0224769	1
nm0719823	nm0266409	1
nm0719823	nm0290868	1
nm0719823	nm0458868	1
nm0719823	nm0543128	1
nm0719823	nm0664176	2
nm0719823	nm4550390	1
nm0719982	nm0002339	1
nm0719982	nm0076987	1
nm0719982	nm0115751	1
nm0719982	nm0250621	1
nm0719982	nm0484992	1
nm0719982	nm0514445	1
nm0720304	nm0077071	1
nm0720304	nm0505625	2
nm0720304	nm0601006	1
nm0720334	nm0004447	1
nm0720334	nm0067285	1
nm0720334	nm0866082	1
nm0722274	nm0004428	6
nm0722274	nm0004634	3
nm0722274	nm0143859	5
nm0722274	nm0172670	4
nm0722274	nm0180085	3
nm0722274	nm0283234	1
nm0722274	nm0325494	1
nm0722274	nm0397500	3
nm0722274	nm0458868	8
nm0722274	nm0697877	3
nm0722274	nm0925436	2
nm0722274	nm0930831	1
nm0722274	nm1131528	4
nm0722274	nm1466598	3
nm0722274	nm2262988	1
nm0722274	nm2353156	1
nm0722274	nm2715597	1
nm0722274	nm6045762	1
nm0722493	nm0146529	1
nm0722493	nm0382448	1
nm0723571	nm1466598	1
nm0723657	nm0919043	1
nm0724597	nm0564768	1
nm0724842	nm0507689	1
nm0724842	nm0563930	1
nm0724842	nm0687254	1
nm0724842	nm0808161	1
nm0724842	nm7719405	1
nm0724856	nm0676248	1
nm0724856	nm2230938	1
nm0724856	nm2394568	1
nm0724856	nm3374198	1
nm0725034	nm0571202	1
nm0725034	nm0741889	1
nm0725037	nm0542658	1
nm0725037	nm0950041	1
nm0725037	nm1138177	1
nm0725037	nm3004145	1
nm0725766	nm0099225	1
nm0725766	nm0568198	1
nm0725983	nm0126290	1
nm0725983	nm0140764	1
nm0725983	nm0363599	1
nm0725983	nm0406464	1
nm0725983	nm0447942	1
nm0725983	nm0851395	2
nm0725983	nm1721731	1
nm0726642	nm0338965	1
nm0726642	nm0677725	1
nm0726642	nm1180074	1
nm0727035	nm1313994	1
nm0727776	nm0024386	1
nm0728353	nm0232442	1
nm0728353	nm0294195	1
nm0728353	nm0567166	1
nm0728353	nm0665494	1
nm0728353	nm0696528	1
nm0728353	nm1557867	1
nm0728353	nm1644576	1
nm0728353	nm3770487	1
nm0729556	nm0119946	1
nm0729556	nm0133150	1
nm0730296	nm0054174	1
nm0730296	nm5007390	1
nm0731146	nm0138588	2
nm0731146	nm0338555	1
nm0731146	nm0400316	1
nm0731146	nm0704621	1
nm0731146	nm0850888	3
nm0731146	nm1275032	1
nm0731146	nm2524227	1
nm0731146	nm5730877	1
nm0732362	nm0325180	1
nm0732362	nm0548299	1
nm0732362	nm0575151	1
nm0733975	nm0456631	1
nm0734421	nm0113500	1
nm0734421	nm1202315	1
nm0734441	nm0319666	4
nm0734441	nm0752630	1
nm0734472	nm0331397	5
nm0734472	nm0496556	1
nm0734472	nm0522714	2
nm0734472	nm0738526	3
nm0734472	nm0949776	1
nm0736475	nm0312856	1
nm0736966	nm0918483	1
nm0736966	nm3975276	1
nm0737390	nm0101695	2
nm0737993	nm0295907	1
nm0737993	nm0759568	1
nm0738908	nm0002638	1
nm0738908	nm0159253	1
nm0738908	nm0187351	1
nm0738908	nm0343523	1
nm0738908	nm0363599	1
nm0738908	nm0447942	1
nm0738908	nm0821417	1
nm0740400	nm3492555	1
nm0740568	nm0083039	1
nm0740568	nm0490868	1
nm0741309	nm0514379	2
nm0742279	nm0313514	1
nm0742279	nm0406220	2
nm0742279	nm0507689	1
nm0742279	nm0800358	1
nm0742279	nm1337711	1
nm0742568	nm0957670	1
nm0742749	nm0022417	1
nm0742749	nm0658402	2
nm0742749	nm1131421	2
nm0742797	nm0004634	1
nm0742797	nm0437987	1
nm0742797	nm2236610	1
nm0743048	nm0171945	1
nm0743048	nm0497661	1
nm0743119	nm0066584	1
nm0743119	nm0159253	1
nm0743119	nm0200637	1
nm0743119	nm0522160	1
nm0743119	nm0940016	1
nm0743279	nm0206259	1
nm0743279	nm1865616	1
nm0743676	nm0040957	1
nm0743676	nm0122911	1
nm0743935	nm0036896	3
nm0743935	nm0076987	2
nm0743935	nm0514445	1
nm0743935	nm1567958	2
nm0743935	nm2611372	1
nm0743935	nm3053945	1
nm0743935	nm3412809	1
nm0743935	nm3728867	1
nm0745360	nm0482682	1
nm0745360	nm0713514	1
nm0746362	nm0125777	1
nm0746362	nm0159253	1
nm0746362	nm0343523	1
nm0746362	nm0359438	1
nm0746362	nm0867712	3
nm0746362	nm0906943	1
nm0747313	nm0398851	2
nm0747313	nm1064127	1
nm0748028	nm0738700	2
nm0749461	nm0111391	1
nm0749461	nm0242896	1
nm0749461	nm0334299	2
nm0749461	nm0341952	1
nm0749461	nm0475970	1
nm0749461	nm0573573	1
nm0749461	nm0686889	1
nm0749461	nm0755816	1
nm0749461	nm0800702	1
nm0749993	nm0022417	1
nm0749993	nm0066548	1
nm0749993	nm0281592	2
nm0749993	nm0366818	1
nm0749993	nm0401205	1
nm0749993	nm0840239	1
nm0750048	nm1649293	1
nm0750499	nm0330430	1
nm0750809	nm0343239	1
nm0752107	nm0332516	1
nm0752107	nm1267221	2
nm0752117	nm1194598	1
nm0752291	nm0866082	1
nm0752841	nm0187351	2
nm0752841	nm0383410	1
nm0752841	nm0543128	1
nm0752841	nm0665494	1
nm0752841	nm0924693	1
nm0752841	nm0932144	1
nm0752841	nm0944956	1
nm0752841	nm1121990	2
nm0752841	nm1469826	1
nm0752841	nm4163948	1
nm0753041	nm0879245	1
nm0755161	nm0011260	1
nm0755161	nm0069072	4
nm0755161	nm0081960	1
nm0755161	nm0122911	1
nm0755161	nm0372877	1
nm0755161	nm0438279	2
nm0755161	nm0592808	1
nm0755161	nm0817831	5
nm0755161	nm0861704	2
nm0755161	nm0876590	4
nm0755161	nm1433339	1
nm0755967	nm0139283	1
nm0755967	nm0187351	1
nm0755967	nm0320349	1
nm0755967	nm0402804	1
nm0755967	nm0664176	2
nm0756821	nm0130574	2
nm0756821	nm0410516	1
nm0756821	nm0614441	1
nm0757218	nm0123083	2
nm0757218	nm0434838	1
nm0757218	nm0578297	1
nm0757218	nm0849980	1
nm0757218	nm1016998	1
nm0757218	nm1188346	2
nm0757218	nm1188358	2
nm0757855	nm3901922	1
nm0759022	nm0341145	1
nm0759022	nm0408417	1
nm0759022	nm0458868	1
nm0759022	nm0571202	2
nm0759022	nm0725147	1
nm0759022	nm0918657	1
nm0759167	nm0003306	1
nm0759197	nm0083039	1
nm0761792	nm0358935	1
nm0764934	nm0262525	1
nm0765009	nm0187351	1
nm0765009	nm0313394	2
nm0765009	nm0461799	1
nm0765009	nm0754978	1
nm0765083	nm0341952	2
nm0765083	nm0957670	1
nm0765438	nm0050198	1
nm0765438	nm0076987	1
nm0765438	nm0080601	1
nm0765438	nm0346550	1
nm0765438	nm0827151	1
nm0765438	nm1949279	1
nm0765438	nm2204043	1
nm0766199	nm11298895	1
nm0766766	nm0710787	1
nm0768721	nm0057106	1
nm0768721	nm2269772	1
nm0769123	nm0765956	1
nm0769227	nm0808161	1
nm0769541	nm0089640	1
nm0769541	nm0113583	1
nm0769541	nm0482682	1
nm0769541	nm1435062	1
nm0769541	nm3131414	1
nm0769633	nm0085183	1
nm0769633	nm0197161	3
nm0769633	nm0224769	1
nm0769633	nm0678336	1
nm0769633	nm1068980	2
nm0769778	nm0387920	1
nm0770090	nm0024948	1
nm0770090	nm0100152	1
nm0770090	nm0591171	1
nm0770090	nm0614203	1
nm0770090	nm0632350	1
nm0770504	nm0003733	1
nm0770504	nm0146529	2
nm0770504	nm0819613	1
nm0770504	nm0819614	1
nm0770504	nm0827151	1
nm0770504	nm0877875	1
nm0770504	nm1096719	2
nm0770504	nm1931762	1
nm0770699	nm0024386	2
nm0770699	nm0131651	3
nm0770699	nm0278129	1
nm0770699	nm0279110	1
nm0770699	nm0317354	2
nm0770699	nm0641179	1
nm0770699	nm0678050	1
nm0770699	nm0899555	1
nm0770699	nm0921625	1
nm0770699	nm2059056	1
nm0770886	nm0069072	3
nm0770886	nm0076987	1
nm0770886	nm0514445	1
nm0770886	nm0721019	2
nm0770886	nm1766652	1
nm0770886	nm2017180	3
nm0770938	nm0313394	1
nm0770938	nm0518791	1
nm0770974	nm0934046	1
nm0770974	nm1022138	1
nm0771228	nm0113596	4
nm0771228	nm0867712	1
nm0771228	nm1659835	1
nm0771466	nm0172381	1
nm0771466	nm0570877	1
nm0771466	nm1279203	1
nm0771496	nm0857714	1
nm0771814	nm0332434	1
nm0771814	nm0341952	1
nm0771814	nm0425506	1
nm0772049	nm0332434	1
nm0772049	nm0588612	1
nm0772049	nm0774019	2
nm0772058	nm0353456	2
nm0772058	nm0804759	1
nm0772123	nm0507689	4
nm0772123	nm0687254	1
nm0772176	nm0137075	1
nm0773251	nm0146529	1
nm0773251	nm0188312	1
nm0773251	nm0664176	1
nm0773251	nm0710662	1
nm0773697	nm0262525	1
nm0773731	nm0366818	1
nm0773731	nm0826737	1
nm0773759	nm0075736	5
nm0773759	nm0447791	1
nm0773759	nm0792825	1
nm0773759	nm1313401	2
nm0773759	nm1545605	6
nm0773759	nm2244947	1
nm0773921	nm0398851	2
nm0773921	nm1064127	1
nm0774498	nm0691540	1
nm0774498	nm0808471	1
nm0775365	nm0808471	1
nm0776037	nm0168755	1
nm0776037	nm0807685	1
nm0776037	nm0914740	1
nm0776037	nm1034884	1
nm0776206	nm1249071	1
nm0776352	nm0675745	1
nm0776352	nm2092828	1
nm0776885	nm0097004	1
nm0776885	nm1027122	1
nm0776900	nm4558657	1
nm0777043	nm0002532	1
nm0777043	nm0106564	1
nm0777043	nm0125024	1
nm0777043	nm0281592	2
