writer	producer	coop
nm1951118	nm1063863	1
nm1951118	nm1161500	1
nm1951118	nm2041001	1
nm1951118	nm2210824	1
nm1951118	nm3162291	1
nm1951118	nm5051320	1
nm1952185	nm0313514	1
nm1952822	nm0828803	1
nm1953304	nm0753251	1
nm1953304	nm0799886	1
nm1953304	nm1063863	1
nm1953304	nm1161500	1
nm1953304	nm2041001	1
nm1953304	nm2210824	1
nm1953304	nm3162291	1
nm1953304	nm5051320	1
nm1954466	nm0479735	1
nm1954466	nm0859808	1
nm1954466	nm0918657	1
nm1954466	nm1140110	1
nm1954466	nm2584711	1
nm1954466	nm2925679	1
nm1954466	nm3222555	1
nm1955142	nm3906619	1
nm1955142	nm7933560	1
nm1955904	nm0352471	1
nm1956291	nm0491126	1
nm1956291	nm0629575	1
nm1956902	nm1267470	2
nm1956902	nm1649265	2
nm1956902	nm2105204	1
nm1956902	nm4990510	2
nm1956902	nm9481892	1
nm1957019	nm0800358	1
nm1957019	nm1522325	1
nm1958637	nm0391308	1
nm1958727	nm0678336	3
nm1958727	nm0919790	2
nm1958815	nm0789443	1
nm1958815	nm2503331	1
nm1959505	nm0438430	3
nm1959505	nm0851395	1
nm1963288	nm1558784	1
nm1964043	nm0203374	1
nm1964043	nm0713514	1
nm1964043	nm0934855	1
nm1964417	nm0004634	1
nm1964417	nm0076987	1
nm1964417	nm0313394	1
nm1964417	nm0438309	2
nm1964417	nm0507689	1
nm1964417	nm0543128	1
nm1965663	nm2051980	1
nm1965721	nm0200637	1
nm1966892	nm3906619	1
nm1966892	nm7933560	1
nm1967919	nm2858490	1
nm1968372	nm0319685	1
nm1968372	nm0326177	1
nm1968372	nm0341516	1
nm1968372	nm0911174	1
nm1968720	nm0578297	1
nm1969639	nm0003945	1
nm1969639	nm1320290	1
nm1972044	nm0765956	1
nm1972044	nm4702370	1
nm1972451	nm1975516	1
nm1973942	nm0063470	1
nm1973942	nm0711909	1
nm1973942	nm0744985	1
nm1973942	nm1075123	1
nm1977228	nm0040957	1
nm1977228	nm0696856	1
nm1980806	nm0009017	1
nm1980806	nm0016539	1
nm1980806	nm0115751	2
nm1980806	nm0394954	1
nm1980806	nm0496090	1
nm1980806	nm0518791	1
nm1980806	nm0789443	1
nm1980806	nm0806667	1
nm1980806	nm2073283	1
nm1980806	nm2503331	6
nm1981836	nm2667533	1
nm1982955	nm0543128	1
nm1982955	nm0668350	1
nm1983565	nm0137639	1
nm1983565	nm0172670	4
nm1983565	nm0260402	1
nm1983565	nm0397500	3
nm1983565	nm0519997	1
nm1983565	nm1224918	1
nm1987232	nm0957670	1
nm1987862	nm0325140	1
nm1987862	nm3226753	1
nm1988763	nm0057106	1
nm1989448	nm1230683	1
nm1989448	nm1334133	1
nm1990437	nm0944956	1
nm1991085	nm0513797	2
nm1991085	nm1520529	1
nm1991085	nm2580947	2
nm1991085	nm2630702	1
nm1994167	nm0505625	1
nm1994167	nm0601006	1
nm1997113	nm0322241	1
nm1997905	nm0002532	1
nm1997905	nm0589696	1
nm2001346	nm0506861	1
nm2001346	nm2083894	1
nm2002212	nm0325494	1
nm2002212	nm1466598	1
nm2003798	nm0171178	1
nm2003798	nm2017180	1
nm2006443	nm1334133	1
nm2006443	nm2036776	1
nm2006443	nm4412024	1
nm2010233	nm0181645	1
nm2010233	nm0217907	2
nm2010233	nm0587571	1
nm2010233	nm1144144	1
nm2010233	nm2711410	1
nm2012438	nm0024948	1
nm2015620	nm0765956	1
nm2015620	nm2467614	1
nm2016475	nm0961373	1
nm2016475	nm1106444	1
nm2018771	nm1241294	1
nm2018771	nm2186058	1
nm2019053	nm2797615	1
nm2019550	nm0164181	1
nm2019550	nm0205497	1
nm2019550	nm0501728	1
nm2019550	nm0703729	1
nm2019550	nm0834426	2
nm2019550	nm1377990	1
nm2019550	nm1472469	1
nm2019550	nm1742204	1
nm2019550	nm1949409	1
nm2019550	nm2571166	1
nm2022626	nm0213928	1
nm2022626	nm0616793	1
nm2022626	nm2749464	1
nm2023513	nm3628589	1
nm2023513	nm5618672	1
nm2023513	nm6079825	1
nm2024486	nm0235920	1
nm2026642	nm0805480	3
nm2026642	nm4867712	3
nm2026757	nm0140764	3
nm2026757	nm0168747	3
nm2026757	nm0286614	1
nm2026757	nm0408417	1
nm2026757	nm0449957	1
nm2026757	nm0832790	1
nm2026757	nm0850888	1
nm2026757	nm1290141	1
nm2026757	nm1742204	1
nm2028222	nm2040270	1
nm2029828	nm0341516	1
nm2029828	nm0501728	1
nm2029828	nm0907188	1
nm2029828	nm1742204	1
nm2030094	nm0002494	1
nm2030094	nm0125024	1
nm2030094	nm0366818	4
nm2030094	nm0589696	1
nm2030094	nm0703729	1
nm2030094	nm0855105	1
nm2030094	nm1016998	1
nm2030094	nm1742204	2
nm2030094	nm1981183	1
nm2031188	nm0319685	1
nm2031188	nm0507689	1
nm2031188	nm1108613	2
nm2034294	nm0131651	1
nm2034294	nm0200637	1
nm2034294	nm0206259	2
nm2034294	nm0279092	1
nm2034294	nm0397500	2
nm2034294	nm1639580	1
nm2034294	nm2838492	1
nm2034294	nm3640424	1
nm2036698	nm0004055	3
nm2036698	nm1359290	1
nm2037807	nm0199733	1
nm2039147	nm0628180	1
nm2039954	nm0416341	3
nm2040540	nm0217907	1
nm2040540	nm0649715	1
nm2040540	nm0738700	1
nm2040540	nm1981183	1
nm2042690	nm0075736	1
nm2043941	nm2051980	1
nm2044437	nm0463199	1
nm2044437	nm1340224	2
nm2047344	nm0924062	1
nm2047344	nm1318897	1
nm2049104	nm0438309	1
nm2049540	nm0313394	1
nm2057242	nm0434838	1
nm2057866	nm0346144	1
nm2057866	nm1161727	3
nm2057866	nm1374147	1
nm2057866	nm1496753	1
nm2057866	nm1628840	2
nm2057866	nm4111213	1
nm2057866	nm5226744	1
nm2057866	nm7155135	2
nm2061709	nm3899833	1
nm2067924	nm2584711	1
nm2067924	nm3222555	1
nm2067924	nm9040465	1
nm2067924	nm9040466	1
nm2069906	nm0122911	3
nm2069906	nm0194961	1
nm2069906	nm0817831	3
nm2069906	nm0861704	2
nm2069906	nm2027168	1
nm2069906	nm2336731	1
nm2069906	nm2428141	1
nm2072419	nm0089989	1
nm2072419	nm0119946	3
nm2072419	nm0133150	2
nm2072419	nm0158865	1
nm2077775	nm1106444	1
nm2078205	nm0491126	1
nm2078205	nm2889648	1
nm2078312	nm0114011	1
nm2078312	nm1332870	1
nm2078312	nm1703758	1
nm2078312	nm2036776	1
nm2078312	nm4412024	1
nm2078681	nm1232664	1
nm2085006	nm0366793	2
nm2085006	nm0555684	2
nm2085006	nm1016998	1
nm2085006	nm1144729	1
nm2085006	nm1479574	1
nm2085100	nm0089640	1
nm2085815	nm2036776	1
nm2090107	nm0072527	1
nm2090107	nm0075801	1
nm2090107	nm2672788	1
nm2090107	nm3696673	1
nm2090412	nm6006898	1
nm2093276	nm0218398	1
nm2093276	nm2830283	1
nm2093276	nm9423488	1
nm2093808	nm0159073	1
nm2093808	nm0204268	2
nm2093808	nm0231934	3
nm2093808	nm0571202	3
nm2093808	nm0755287	2
nm2093808	nm0919108	1
nm2093808	nm2245755	1
nm2093808	nm3403671	1
nm2093808	nm3537284	1
nm2094206	nm0119946	1
nm2095817	nm0174483	1
nm2097833	nm0514379	2
nm2099451	nm2420764	1
nm2099451	nm2899027	1
nm2100253	nm0073706	1
nm2100253	nm0159073	1
nm2100253	nm0204268	2
nm2100253	nm0231934	3
nm2100253	nm0571202	3
nm2100253	nm0755287	2
nm2100253	nm0919108	1
nm2100253	nm2245755	1
nm2100253	nm3403671	1
nm2100253	nm3537284	1
nm2100477	nm0056205	1
nm2100477	nm0405162	1
nm2102932	nm0922322	1
nm2105586	nm0002494	1
nm2105586	nm0064834	1
nm2105586	nm0200637	1
nm2105586	nm0235852	1
nm2105586	nm0482682	1
nm2105586	nm0485130	1
nm2105586	nm0671656	1
nm2105586	nm1016998	1
nm2105586	nm2560560	1
nm2106095	nm0081960	1
nm2106095	nm1264836	1
nm2106095	nm2055027	1
nm2106978	nm0024948	1
nm2106978	nm2005879	1
nm2107415	nm0022417	1
nm2107415	nm0103786	1
nm2107415	nm0326837	1
nm2107415	nm0343239	1
nm2107415	nm0353456	1
nm2107415	nm0738545	1
nm2107415	nm0804759	2
nm2107415	nm0894916	1
nm2107415	nm1425889	1
nm2107415	nm2899027	1
nm2108496	nm1027122	1
nm2108496	nm1304613	1
nm2110808	nm0413112	1
nm2110808	nm1474176	1
nm2111309	nm0795288	1
nm2111309	nm0886628	1
nm2111309	nm0904201	1
nm2111309	nm1639580	1
nm2113666	nm0096435	1
nm2114730	nm0678050	1
nm2114730	nm0741889	1
nm2114730	nm3787723	1
nm2115641	nm1652456	2
nm2115655	nm10062919	1
nm2115655	nm3634593	1
nm2120520	nm0879245	1
nm2121117	nm0589412	1
nm2121117	nm1273063	2
nm2121117	nm2605110	1
nm2125164	nm0003557	1
nm2125164	nm0270966	3
nm2125164	nm0587508	1
nm2125164	nm0703729	1
nm2125164	nm0918666	2
nm2125164	nm2109010	1
nm2125164	nm2140990	1
nm2129791	nm0665494	1
nm2130654	nm0004634	1
nm2130654	nm0213928	1
nm2130654	nm0867712	1
nm2130654	nm2223688	1
nm2130654	nm3569984	1
nm2130782	nm3884187	1
nm2130852	nm0946901	1
nm2130852	nm1928296	1
nm2132542	nm1275032	1
nm2132542	nm9256470	1
nm2133058	nm0950041	2
nm2134420	nm0363599	1
nm2134420	nm0447942	1
nm2136314	nm1958420	1
nm2136314	nm3938217	1
nm2142529	nm0850227	1
nm2144389	nm1646810	1
nm2147629	nm0275234	1
nm2147629	nm0834426	1
nm2151033	nm0885612	1
nm2151033	nm5943413	1
nm2151625	nm0164181	1
nm2151625	nm1244330	1
nm2151667	nm0069072	2
nm2151667	nm2266269	2
nm2152548	nm0664176	1
nm2152548	nm0944956	1
nm2152831	nm1659835	1
nm2153198	nm0235161	1
nm2153198	nm0687254	1
nm2153280	nm3445803	1
nm2153280	nm4500440	1
nm2153280	nm5110429	1
nm2153280	nm7688883	1
nm2153286	nm0616793	3
nm2153286	nm5484242	1
nm2158545	nm0628180	1
nm2158545	nm0935631	1
nm2158638	nm0067285	1
nm2162096	nm5969511	1
nm2162735	nm2667533	2
nm2162735	nm2797615	1
nm2163338	nm0333335	1
nm2163338	nm0536841	1
nm2163353	nm0277204	1
nm2163353	nm1738781	1
nm2166469	nm0637420	1
nm2166995	nm0083408	1
nm2169608	nm0655128	1
nm2171685	nm0006552	1
nm2171685	nm0119946	1
nm2171685	nm0133150	1
nm2171685	nm0158865	1
nm2171685	nm0206259	1
nm2171685	nm0397500	2
nm2171685	nm2354355	1
nm2172107	nm0064834	1
nm2172107	nm0080021	1
nm2172107	nm0083039	1
nm2172107	nm0131651	2
nm2172107	nm0277204	1
nm2172107	nm0417208	1
nm2172107	nm0461799	4
nm2172107	nm0671656	1
nm2174548	nm0275234	1
nm2174548	nm0834426	1
nm2178149	nm0381727	1
nm2179352	nm0488960	1
nm2179750	nm1013442	1
nm2180899	nm0525785	1
nm2181319	nm0480804	1
nm2181986	nm0168189	1
nm2181986	nm0290868	1
nm2181986	nm0587571	1
nm2181986	nm1278270	1
nm2181986	nm2041001	1
nm2181986	nm2210824	1
nm2183823	nm1425418	1
nm2184587	nm0159253	1
nm2184587	nm0194190	1
nm2184587	nm0270966	2
nm2184587	nm0573573	1
nm2184587	nm0609588	2
nm2184587	nm0806914	1
nm2184587	nm1847815	2
nm2184926	nm0697877	1
nm2185627	nm0125777	1
nm2185627	nm0359438	1
nm2185627	nm0654024	1
nm2185627	nm0800358	1
nm2185627	nm3513608	1
nm2187301	nm0199733	1
nm2187301	nm0887184	1
nm2189920	nm1033713	1
nm2189920	nm1138177	1
nm2192489	nm3920289	1
nm2193073	nm0125024	1
nm2193073	nm0366818	3
nm2193073	nm0589696	1
nm2193073	nm1665969	1
nm2193504	nm1791603	1
nm2193504	nm2479853	1
nm2193988	nm0125024	1
nm2193988	nm0366818	3
nm2193988	nm0589696	1
nm2193988	nm1665969	1
nm2194189	nm0083039	1
nm2194189	nm0131651	1
nm2194189	nm0159954	2
nm2194189	nm0556163	1
nm2194189	nm0672011	1
nm2194189	nm1031032	1
nm2194189	nm1264836	1
nm2194189	nm2055027	3
nm2194189	nm3919656	1
nm2194760	nm0009952	1
nm2196492	nm0240794	2
nm2196492	nm0282165	1
nm2196492	nm0370405	1
nm2196492	nm0709398	1
nm2196492	nm1003823	1
nm2196492	nm1188251	1
nm2196829	nm0076987	1
nm2196829	nm0138588	1
nm2196829	nm0476569	1
nm2196829	nm0557433	1
nm2196829	nm1262986	1
nm2197624	nm0004132	1
nm2197624	nm0507689	1
nm2197624	nm0641179	1
nm2197624	nm1161500	1
nm2197624	nm3162291	1
nm2198104	nm0416341	2
nm2198104	nm0650346	1
nm2198104	nm1140110	2
nm2198104	nm1474176	1
nm2199085	nm0187351	1
nm2199085	nm0850386	1
nm2199085	nm10069934	1
nm2199085	nm1479836	1
nm2199696	nm0004629	1
nm2199826	nm0040957	1
nm2199826	nm0131651	1
nm2199826	nm0270966	2
nm2199826	nm0587508	1
nm2199826	nm0794252	1
nm2199826	nm2140990	2
nm2199826	nm2901688	1
nm2200729	nm0140764	1
nm2201286	nm0074403	1
nm2201310	nm0004055	1
nm2201310	nm0057463	3
nm2201310	nm0213928	3
nm2201310	nm0504716	1
nm2201310	nm0929955	1
nm2201310	nm1359290	1
nm2201310	nm2204043	1
nm2202027	nm0376006	1
nm2202027	nm0408417	1
nm2202596	nm0628180	1
nm2202596	nm1052109	1
nm2203588	nm0066582	1
nm2203588	nm1241294	1
nm2204730	nm0003306	2
nm2207641	nm0732053	2
nm2207641	nm1329342	2
nm2208165	nm4268741	1
nm2212280	nm0371393	1
nm2212280	nm0475465	1
nm2212280	nm0695219	1
nm2212280	nm1048942	1
nm2212280	nm1264807	2
nm2212280	nm7162046	1
nm2212543	nm2239498	1
nm2213960	nm0180085	1
nm2213960	nm0255910	1
nm2213960	nm0294195	1
nm2215506	nm0628255	1
nm2217169	nm0089154	1
nm2217169	nm0279117	1
nm2217169	nm2381398	1
nm2217962	nm0353456	2
nm2217962	nm0658402	1
nm2217962	nm0804759	1
nm2217962	nm1131421	1
nm2218724	nm0777372	1
nm2218724	nm0935631	1
nm2219687	nm0907188	1
nm2224264	nm0765956	1
nm2224264	nm2749464	1
nm2224851	nm0103416	1
nm2226052	nm0168189	2
nm2226052	nm0628255	1
nm2226052	nm1241294	1
nm2226052	nm2006934	1
nm2226052	nm2186058	2
nm2226052	nm4348121	1
nm2226052	nm4950347	1
nm2226110	nm0185792	1
nm2227704	nm0475465	4
nm2227704	nm1738781	1
nm2227791	nm0485124	1
nm2227791	nm0877875	1
nm2227791	nm1721340	1
nm2233057	nm0748934	1
nm2233057	nm3214096	1
nm2233057	nm3606994	1
nm2233212	nm0159954	1
nm2233896	nm1805250	1
nm2233896	nm3728809	1
nm2240720	nm3089062	2
nm2244980	nm0103786	1
nm2244980	nm0383410	1
nm2244980	nm0894916	1
nm2247243	nm0438382	2
nm2248326	nm2672788	1
nm2249823	nm0213928	1
nm2249823	nm0589412	3
nm2249823	nm0616793	1
nm2249823	nm1273063	2
nm2251660	nm0616793	1
nm2251660	nm0637833	3
nm2251660	nm1108613	1
nm2251709	nm1703758	1
nm2251709	nm2036776	1
nm2251709	nm4412024	1
nm2251854	nm0012182	1
nm2251854	nm0187351	1
nm2251854	nm0277204	1
nm2253976	nm0164181	2
nm2253976	nm0705891	1
nm2253976	nm1377990	2
nm2254675	nm0589696	1
nm2254675	nm2186058	1
nm2257577	nm1545605	2
nm2257809	nm0385426	1
nm2258210	nm0706228	1
nm2258357	nm0000225	2
nm2258357	nm0122693	1
nm2258357	nm0759568	1
nm2258357	nm0770429	1
nm2258357	nm1660780	1
nm2261083	nm0664176	1
nm2261083	nm0944956	1
nm2264551	nm0514379	1
nm2264551	nm0671656	1
nm2264551	nm0872841	1
nm2264551	nm0899021	1
nm2264551	nm0907197	2
nm2264551	nm6492037	1
nm2264771	nm1093507	1
nm2264771	nm3448977	1
nm2265322	nm2495792	1
nm2267086	nm0002638	3
nm2267086	nm0174483	3
nm2267086	nm0384066	1
nm2267086	nm0746541	1
nm2267086	nm1655777	1
nm2267086	nm2089503	2
nm2268532	nm5306814	1
nm2270199	nm0003733	1
nm2270199	nm0199215	1
nm2270199	nm0772894	1
nm2270199	nm0806155	1
nm2270199	nm0842298	1
nm2270199	nm0915920	1
nm2270199	nm1096719	1
nm2270199	nm1425889	3
nm2270199	nm1931762	1
nm2270199	nm2381398	1
nm2272139	nm2495792	1
nm2272312	nm0957670	1
nm2273751	nm0353456	1
nm2273751	nm0804759	1
nm2275681	nm1401725	1
nm2279977	nm0002494	1
nm2279977	nm0555684	1
nm2279977	nm0578297	1
nm2279977	nm2554297	1
nm2282177	nm0953968	1
nm2282177	nm3920289	2
nm2282902	nm0108618	1
nm2284377	nm2614289	2
nm2284377	nm2858490	2
nm2291773	nm0057896	1
nm2291773	nm1222066	1
nm2291773	nm1928189	1
nm2295126	nm0341952	1
nm2295482	nm1267470	2
nm2295482	nm1649265	2
nm2295482	nm2105204	1
nm2295482	nm4990510	2
nm2295482	nm9481892	1
nm2297407	nm0352471	1
nm2297407	nm0529175	2
nm2297407	nm1034887	1
nm2297407	nm1048942	1
nm2297407	nm2214628	1
nm2299662	nm3455244	1
nm2302571	nm0001601	1
nm2302571	nm0081960	1
nm2302571	nm0140078	1
nm2302571	nm0887184	1
nm2302571	nm1158540	1
nm2302571	nm1222653	1
nm2304758	nm0608005	1
nm2305431	nm0800358	1
nm2305431	nm0859490	1
nm2307279	nm0227261	1
nm2307279	nm9574633	1
nm2308859	nm0646898	1
nm2308859	nm1803689	1
nm2309496	nm0069072	1
nm2309735	nm1318897	1
nm2309735	nm2303604	1
nm2312213	nm2475382	1
nm2313586	nm0601494	1
nm2315750	nm0138588	2
nm2315750	nm0625950	2
nm2317082	nm0089154	1
nm2317082	nm0294195	1
nm2317082	nm0343523	1
nm2317082	nm1396043	1
nm2317214	nm0588133	1
nm2317214	nm3222555	1
nm2317456	nm0199733	2
nm2317456	nm0548932	1
nm2317737	nm0317354	2
nm2317737	nm0899555	2
nm2319893	nm10297399	1
nm2319943	nm0146529	1
nm2319943	nm0231934	1
nm2322409	nm0277466	1
nm2322409	nm0543128	1
nm2324230	nm0487628	1
nm2324230	nm0714851	1
nm2325207	nm0401205	1
nm2325207	nm0840239	1
nm2325486	nm0004629	1
nm2325486	nm2858490	3
nm2328145	nm0485130	2
nm2331723	nm0075736	1
nm2331723	nm1545605	3
nm2332952	nm2566002	1
nm2332952	nm2659146	1
nm2336968	nm0397500	1
nm2336968	nm0604558	1
nm2336968	nm0721019	1
nm2336968	nm0800358	1
nm2336968	nm3513608	1
nm2337556	nm0213928	1
nm2337556	nm0501904	1
nm2337556	nm1443484	1
nm2337847	nm0475465	4
nm2337847	nm1738781	2
nm2341205	nm1137350	1
nm2341944	nm0739099	1
nm2342649	nm0918666	1
nm2342649	nm1172533	1
nm2344866	nm1868284	1
nm2344866	nm4092295	1
nm2347302	nm0137639	3
nm2347302	nm0326177	2
nm2347302	nm0518791	1
nm2347938	nm0838810	1
nm2347938	nm1479836	1
nm2349127	nm0178944	1
nm2349127	nm0480804	2
nm2349355	nm0664176	1
nm2349355	nm0944956	1
nm2349355	nm1949279	1
nm2349355	nm2077866	1
nm2349355	nm2960893	1
nm2349385	nm0616793	1
nm2349385	nm3251129	1
nm2353561	nm0197703	1
nm2353561	nm0321877	2
nm2355510	nm0223209	1
nm2355748	nm0483091	1
nm2355748	nm1444455	1
nm2356985	nm3099056	1
nm2357543	nm0044857	1
nm2357543	nm0805480	1
nm2357543	nm4867712	1
nm2361811	nm0704621	1
nm2361811	nm0957670	1
nm2363895	nm0041784	1
nm2363895	nm0242516	5
nm2363895	nm0573573	2
nm2363895	nm0874437	1
nm2369611	nm0004629	1
nm2371802	nm0139283	1
nm2373535	nm0057463	1
nm2373535	nm0069072	1
nm2373535	nm0097004	1
nm2373535	nm0137639	2
nm2373535	nm0213928	1
nm2373535	nm0373812	1
nm2373535	nm0519997	1
nm2373535	nm0700463	1
nm2379515	nm0219895	1
nm2379544	nm0382342	2
nm2379544	nm0437267	1
nm2379544	nm0795222	1
nm2379544	nm1655777	1
nm2380761	nm0220049	1
nm2381451	nm0128325	1
nm2381911	nm0400316	1
nm2381911	nm1275032	2
nm2381911	nm5730877	1
nm2383893	nm0057463	1
nm2383893	nm0213928	1
nm2383893	nm1868284	1
nm2383893	nm4092295	1
nm2384772	nm0263822	1
nm2384772	nm0664176	4
nm2384772	nm0861769	1
nm2384772	nm0944956	1
nm2384772	nm3832564	1
nm2385065	nm0057106	1
nm2385065	nm0507689	2
nm2385065	nm0834426	1
nm2385065	nm0859808	1
nm2389609	nm1803689	1
nm2391422	nm0671656	1
nm2391422	nm0825190	1
nm2391422	nm1096268	2
nm2391422	nm1373880	1
nm2391773	nm0572123	1
nm2391773	nm0705891	2
nm2391773	nm3967923	1
nm2394112	nm1762971	1
nm2394112	nm6366519	1
nm2394112	nm6379190	1
nm2394112	nm6794770	1
nm2396921	nm0188312	1
nm2396921	nm1342242	1
nm2397756	nm0113596	3
nm2397756	nm0168655	1
nm2397756	nm0438309	2
nm2399001	nm0420326	1
nm2399001	nm0922322	1
nm2399001	nm2560560	1
nm2399001	nm3899833	1
nm2399667	nm1224918	1
nm2400555	nm0739099	1
nm2401324	nm1033713	1
nm2402974	nm0703729	1
nm2402974	nm1742204	1
nm2402974	nm1949409	1
nm2404007	nm1314213	1
nm2404655	nm0003945	3
nm2404655	nm1130019	2
nm2404655	nm1320290	2
nm2404655	nm1708729	1
nm2404655	nm2165281	1
nm2404655	nm2253593	1
nm2404655	nm4579178	1
nm2406892	nm1666723	1
nm2406892	nm2732177	1
nm2408584	nm1104232	1
nm2408584	nm1419977	1
nm2408688	nm7957460	1
nm2408983	nm0122911	1
nm2408983	nm0321334	1
nm2408983	nm1662857	1
nm2410124	nm0081960	1
nm2414619	nm0434838	1
nm2415882	nm1138177	1
nm2415882	nm3004145	1
nm2415931	nm0164626	1
nm2416749	nm0130574	2
nm2416749	nm0410516	1
nm2416749	nm0614441	1
nm2419908	nm0016074	1
nm2419908	nm0240828	1
nm2419908	nm0795925	1
nm2419908	nm1106444	1
nm2419908	nm1333905	1
nm2419908	nm1334133	1
nm2419908	nm1343696	1
nm2421218	nm0732472	1
nm2421218	nm0796928	1
nm2421218	nm2479051	1
nm2421483	nm0152113	2
nm2421483	nm0338814	1
nm2421483	nm1721362	2
nm2421483	nm2049577	1
nm2422433	nm0002494	1
nm2422433	nm0041784	1
nm2422433	nm0242516	2
nm2422433	nm0573573	1
nm2422433	nm0739063	1
nm2422433	nm4706903	1
nm2422596	nm2453377	1
nm2422596	nm3710766	1
nm2422596	nm4159441	1
nm2422596	nm5182640	1
nm2422596	nm5911647	1
nm2422596	nm8017332	1
nm2424248	nm4074024	1
nm2424899	nm7162046	1
nm2429218	nm2036776	1
nm2429218	nm4412024	1
nm2430361	nm3901922	1
nm2431154	nm3089062	2
nm2434735	nm0705891	1
nm2436599	nm0366793	1
nm2436744	nm0655003	1
nm2436744	nm0710662	1
nm2436744	nm1184893	1
nm2437164	nm0663764	1
nm2437164	nm0826291	1
nm2440103	nm0164181	1
nm2444210	nm0200637	1
nm2444553	nm0507757	1
nm2444553	nm0616793	3
nm2446707	nm0491126	1
nm2446707	nm0629575	1
nm2446740	nm0341145	1
nm2446740	nm0918657	1
nm2450900	nm5831037	1
nm2452741	nm0040957	1
nm2452741	nm0240794	1
nm2452999	nm0240828	1
nm2452999	nm0691540	1
nm2452999	nm0808471	1
nm2452999	nm1106444	1
nm2455480	nm0423577	1
nm2455480	nm0558058	1
nm2455480	nm2886923	1
nm2456461	nm1022138	1
nm2457358	nm0324960	1
nm2462172	nm4348121	1
nm2462768	nm0337495	1
nm2462768	nm1121431	1
nm2462768	nm6638781	1
nm2464402	nm0480804	1
nm2464402	nm0609588	1
nm2469074	nm0187351	1
nm2469074	nm0664176	1
nm2469335	nm0798807	1
nm2470504	nm0571202	1
nm2470810	nm0918483	1
nm2470810	nm3975276	1
nm2470990	nm0139283	3
nm2470990	nm0320349	1
nm2470990	nm0356345	1
nm2470990	nm0475465	1
nm2477757	nm0725147	1
nm2482005	nm0994398	1
nm2482005	nm1050943	1
nm2483942	nm0850888	1
nm2483942	nm1275032	1
nm2483942	nm2524227	1
nm2483942	nm9256470	1
nm2485275	nm0076987	1
nm2485275	nm1531276	1
nm2485374	nm3319021	1
nm2486186	nm2667533	2
nm2488360	nm0343239	1
nm2488360	nm0514379	1
nm2488360	nm0840239	1
nm2488360	nm1269343	3
nm2488360	nm1392499	3
nm2488360	nm1771984	2
nm2488360	nm2287103	2
nm2488360	nm5663572	1
nm2492376	nm0739099	1
nm2492376	nm4772395	1
nm2493041	nm0994468	1
nm2501195	nm0121353	2
nm2501195	nm5838621	1
nm2504203	nm0051142	1
nm2505733	nm1479099	1
nm2507462	nm3432889	1
nm2507831	nm4934568	1
nm2507831	nm7843053	1
nm2508302	nm0352471	2
nm2508302	nm0934855	1
nm2509187	nm1803689	1
nm2513896	nm0808161	1
nm2514461	nm0332503	1
nm2517208	nm2044373	1
nm2517208	nm2210945	1
nm2521206	nm0004428	1
nm2521206	nm0143859	1
nm2521206	nm0458868	1
nm2521206	nm0804759	1
nm2521206	nm1270061	1
nm2521206	nm1462434	1
nm2527230	nm0143859	1
nm2527230	nm0180085	1
nm2527230	nm0458868	1
nm2527230	nm0501728	1
nm2527230	nm0879968	1
nm2527230	nm1742204	1
nm2527230	nm1744657	2
nm2529103	nm0517753	1
nm2531467	nm0366818	1
nm2533335	nm1064127	1
nm2534753	nm1222476	1
nm2535093	nm1017665	1
nm2538919	nm0400233	1
nm2538919	nm0663764	3
nm2538919	nm2637622	1
nm2541240	nm0240794	2
nm2541240	nm0282165	1
nm2541240	nm0370405	1
nm2541240	nm0709398	1
nm2541240	nm1188251	1
nm2542427	nm0066584	1
nm2542427	nm0200637	1
nm2542427	nm0235920	1
nm2542427	nm0279117	1
nm2542427	nm0325494	1
nm2542427	nm1237017	1
nm2542427	nm2381398	1
nm2542445	nm0066584	1
nm2542445	nm0200637	1
nm2542667	nm1158540	1
nm2542667	nm1222653	1
nm2544048	nm0543128	1
nm2544048	nm0894916	1
nm2544907	nm0932144	1
nm2544907	nm3934099	1
nm2546097	nm3700600	1
nm2547449	nm0066530	1
nm2547449	nm0172670	2
nm2547449	nm0397500	2
nm2547449	nm1310698	1
nm2547449	nm1454175	1
nm2547449	nm1852663	1
nm2547449	nm2953432	1
nm2547449	nm6045762	1
nm2549899	nm0548932	1
nm2549899	nm0616793	4
nm2549899	nm0842488	1
nm2550795	nm0057463	1
nm2550795	nm0525785	1
nm2550795	nm2204043	1
nm2551602	nm1466598	1
nm2551602	nm2447764	1
nm2551602	nm2798354	1
nm2551846	nm0058454	1
nm2551846	nm2064480	1
nm2553325	nm2475382	1
nm2555560	nm0543128	2
nm2555560	nm0924062	1
nm2557237	nm0055789	1
nm2559351	nm0519140	1
nm2559351	nm1425889	1
nm2559824	nm0058454	1
nm2559824	nm0522160	1
nm2559824	nm1819732	1
nm2559824	nm3629374	1
nm2560500	nm1017665	2
nm2561071	nm0859808	1
nm2562302	nm0382342	1
nm2562302	nm0799047	1
nm2562302	nm0942060	1
nm2562465	nm0081514	1
nm2562465	nm0501904	1
nm2563158	nm1725195	2
nm2563158	nm3884187	1
nm2564355	nm0036934	1
nm2564355	nm1670295	1
nm2571374	nm0485130	1
nm2571374	nm0894069	1
nm2571374	nm1740299	1
nm2571374	nm2971221	1
nm2571374	nm7092221	1
